d_codigo,d_asenta,d_tipo_asenta,D_mnpio,d_estado,d_ciudad,id_asenta_cpcons
83325,Campo Don Roberto,Ranchería,Hermosillo,Sonora,,7752
83326,Buenavista,Ranchería,Hermosillo,Sonora,,6226
83326,Durango,Ranchería,Hermosillo,Sonora,,6392
83326,El Beduino,Ranchería,Hermosillo,Sonora,,6399
83326,El Puerto,Ranchería,Hermosillo,Sonora,,6577
83326,San José,Ranchería,Hermosillo,Sonora,,7490
83326,San Martín,Ranchería,Hermosillo,Sonora,,7536
83327,Agua Blanca,Ranchería,Hermosillo,Sonora,,6170
83327,El Bajío,Ranchería,Hermosillo,Sonora,,6286
83327,El Chilicote,Ranchería,Hermosillo,Sonora,,6440
83327,El Chino,Ranchería,Hermosillo,Sonora,,6443
83327,El Represo,Ranchería,Hermosillo,Sonora,,6603
83327,El Socorro,Ranchería,Hermosillo,Sonora,,6635
83327,La Caridad,Rancho,Hermosillo,Sonora,,6819
83327,La Coruba,Ranchería,Hermosillo,Sonora,,6838
83327,La Pitahaya,Ranchería,Hermosillo,Sonora,,6943
83327,La Sierrita de López,Ranchería,Hermosillo,Sonora,,6974
83327,La Verde,Ranchería,Hermosillo,Sonora,,6991
83327,Lista Blanca,Ranchería,Hermosillo,Sonora,,7072
83327,Piedras Negras,Ranchería,Hermosillo,Sonora,,7254
83327,Placeritos,Ranchería,Hermosillo,Sonora,,7261
83327,Grande,Rancho,Hermosillo,Sonora,,7316
83327,San Fernando,Ranchería,Hermosillo,Sonora,,7428
83327,San Juanico,Ranchería,Hermosillo,Sonora,,7511
83327,San Judas Tadeo,Ranchería,Hermosillo,Sonora,,7517
83327,San Miguel,Ranchería,Hermosillo,Sonora,,7545
83327,San Ramón,Ranchería,Hermosillo,Sonora,,7568
83330,Santa Rosita,Ejido,Hermosillo,Sonora,,201
83330,Bella Vista (El Toro),Ranchería,Hermosillo,Sonora,,6211
83330,El Chalate,Ranchería,Hermosillo,Sonora,,6426
83330,El Chalate,Granja,Hermosillo,Sonora,,6427
83330,El Chipilón,Ranchería,Hermosillo,Sonora,,6444
83330,El Gran Chaparral II,Ranchería,Hermosillo,Sonora,,6487
83330,El Pañuelito,Granja,Hermosillo,Sonora,,6546
83330,Guerrero,Ranchería,Hermosillo,Sonora,,6745
83330,Juan Luis,Ranchería,Hermosillo,Sonora,,6791
83330,Juan Luis Uno,Ranchería,Hermosillo,Sonora,,6792
83330,Kilómetro Treinta y Seis (El Porvenir),Ranchería,Hermosillo,Sonora,,6798
83330,La Casona,Ranchería,Hermosillo,Sonora,,6823
83330,La Orejana,Ranchería,Hermosillo,Sonora,,6920
83330,Los Pañuelos,Ranchería,Hermosillo,Sonora,,7135
83330,Santo Niño,Rancho,Hermosillo,Sonora,,7333
83330,San Antonio,Ranchería,Hermosillo,Sonora,,7390
83330,San Fernando,Ranchería,Hermosillo,Sonora,,7426
83330,San Francisco,Ranchería,Hermosillo,Sonora,,7443
83330,San Francisco,Ejido,Hermosillo,Sonora,,7444
83330,San José,Ranchería,Hermosillo,Sonora,,7488
83330,San Roberto,Ranchería,Hermosillo,Sonora,,7571
83330,Santa Lucía,Ranchería,Hermosillo,Sonora,,7642
83330,Viñedo Campo Nuevo,Ranchería,Hermosillo,Sonora,,7768
83333,El Triunfo,Ejido,Hermosillo,Sonora,,203
83333,San Miguel,Rancho,Hermosillo,Sonora,,204
83333,Santa Elena,Ejido,Hermosillo,Sonora,,205
83333,Suaqui de la Candelaria,Ejido,Hermosillo,Sonora,,4406
83333,Agrícola Doña Lola (Las Playitas),Granja,Hermosillo,Sonora,,6154
83333,Agrícola Oremor (Santa Patricia),Granja,Hermosillo,Sonora,,6156
83333,Agrobal 6,Ranchería,Hermosillo,Sonora,,6158
83333,Agroindustrial de Sonora,Granja,Hermosillo,Sonora,,6160
83333,Agroval Dos (Santa Martha Dos),Granja,Hermosillo,Sonora,,6169
83333,Alejandría Dos,Ranchería,Hermosillo,Sonora,,6176
83333,Alejandría Uno,Granja,Hermosillo,Sonora,,6177
83333,Basopa,Ranchería,Hermosillo,Sonora,,6208
83333,Campo Dulce (El Sahueso),Granja,Hermosillo,Sonora,,6243
83333,Campo Laura,Ranchería,Hermosillo,Sonora,,6251
83333,Campo Nuevo,Ranchería,Hermosillo,Sonora,,6255
83333,Campo San Luis,Ranchería,Hermosillo,Sonora,,6258
83333,Casas Grandes Dos (Pozo Número Dos),Ranchería,Hermosillo,Sonora,,6274
83333,Covadonga,Rancho,Hermosillo,Sonora,,6313
83333,Desarrollo (Pericos Dos),Ranchería,Hermosillo,Sonora,,6337
83333,Campo Dolores,Granja,Hermosillo,Sonora,,6345
83333,Don Enrique,Ejido,Hermosillo,Sonora,,6346
83333,Don Enrique,Granja,Hermosillo,Sonora,,6347
83333,El Azahar,Ranchería,Hermosillo,Sonora,,6371
83333,El Batepi,Ranchería,Hermosillo,Sonora,,6381
83333,El Bienestar,Ranchería,Hermosillo,Sonora,,6382
83333,El Caculla,Ranchería,Hermosillo,Sonora,,6407
83333,El Caculla,Ranchería,Hermosillo,Sonora,,6408
83333,El Caculla,Granja,Hermosillo,Sonora,,6409
83333,El Crucero (Cero Norte),Ejido,Hermosillo,Sonora,,6455
83333,El Gorriño,Ranchería,Hermosillo,Sonora,,6485
83333,El Guayparín (San Carlos),Ejido,Hermosillo,Sonora,,6490
83333,El Japonés,Ranchería,Hermosillo,Sonora,,6497
83333,El Magali,Ranchería,Hermosillo,Sonora,,6505
83333,El Manudo,Ranchería,Hermosillo,Sonora,,6509
83333,El Mohino,Ranchería,Hermosillo,Sonora,,6525
83333,El Pocito,Ranchería,Hermosillo,Sonora,,6561
83333,El Pocito (Orebalma),Ejido,Hermosillo,Sonora,,6564
83333,El Porvenir,Ejido,Hermosillo,Sonora,,6567
83333,El Rosario,Rancho,Hermosillo,Sonora,,6613
83333,El Tatay (Santa Martha),Ranchería,Hermosillo,Sonora,,6639
83333,El Tobozal (El Infiernito),Ranchería,Hermosillo,Sonora,,6653
83333,El Tope,Ranchería,Hermosillo,Sonora,,6657
83333,El Triunfo,Ranchería,Hermosillo,Sonora,,6661
83333,Empaque María del Carmen,Equipamiento,Hermosillo,Sonora,,6676
83333,Empaque San Enrique,Equipamiento,Hermosillo,Sonora,,6677
83333,Hermanos Serdán,Ranchería,Hermosillo,Sonora,,6752
83333,Jesús García (La Pozura),Ranchería,Hermosillo,Sonora,,6773
83333,José María Morelos y Pavón,Ranchería,Hermosillo,Sonora,,6784
83333,La Choya,Ranchería,Hermosillo,Sonora,,6830
83333,La Escondida,Ranchería,Hermosillo,Sonora,,6848
83333,La Garulla,Ranchería,Hermosillo,Sonora,,6870
83333,La Horqueta,Ranchería,Hermosillo,Sonora,,6884
83333,La Máquina,Ranchería,Hermosillo,Sonora,,6899
83333,La Misión,Ranchería,Hermosillo,Sonora,,6906
83333,La Mocha (Padre Kino),Rancho,Hermosillo,Sonora,,6909
83333,La Morena Dos,Ranchería,Hermosillo,Sonora,,6911
83333,La Navidad,Ranchería,Hermosillo,Sonora,,6913
83333,Agropecuaria Sonorense,Ranchería,Hermosillo,Sonora,,6988
83333,La Ventanita,Granja,Hermosillo,Sonora,,6990
83333,La Yuta,Ranchería,Hermosillo,Sonora,,6998
83333,Las 3 B,Ranchería,Hermosillo,Sonora,,7003
83333,Los Arroyos,Rancho,Hermosillo,Sonora,,7084
83333,Los Arroyos,Ejido,Hermosillo,Sonora,,7085
83333,Los Cuatro (Palermo),Ranchería,Hermosillo,Sonora,,7105
83333,Los Morales,Ranchería,Hermosillo,Sonora,,7128
83333,El Pozo,Ranchería,Hermosillo,Sonora,,7149
83333,Campo Luisa,Ranchería,Hermosillo,Sonora,,7162
83333,Manuel Ávila Camacho,Ejido,Hermosillo,Sonora,,7172
83333,María del Carmen,Rancho,Hermosillo,Sonora,,7182
83333,San Jorge,Granja,Hermosillo,Sonora,,7206
83333,Navolato,Ranchería,Hermosillo,Sonora,,7221
83333,El Olivar,Ranchería,Hermosillo,Sonora,,7238
83333,Perico Uno,Ejido,Hermosillo,Sonora,,7251
83333,Real de los Ojos Negros (Tláloc),Ranchería,Hermosillo,Sonora,,7335
83333,Río Escondido,Ranchería,Hermosillo,Sonora,,7345
83333,Río Sonora,Ranchería,Hermosillo,Sonora,,7347
83333,Rosario Perlette,Rancho,Hermosillo,Sonora,,7351
83333,San Alberto,Ranchería,Hermosillo,Sonora,,7375
83333,San Alfonso,Rancho,Hermosillo,Sonora,,7381
83333,San Arturo,Granja,Hermosillo,Sonora,,7396
83333,San Carlitos,Ranchería,Hermosillo,Sonora,,7401
83333,San Carlos,Ranchería,Hermosillo,Sonora,,7403
83333,San Enrique,Rancho,Hermosillo,Sonora,,7414
83333,San Enrique (El Suspiro),Ranchería,Hermosillo,Sonora,,7416
83333,San Fernando,Ranchería,Hermosillo,Sonora,,7422
83333,San Fernando,Ejido,Hermosillo,Sonora,,7423
83333,San Gustavo,Ranchería,Hermosillo,Sonora,,7458
83333,San José (San José de Mazón),Ranchería,Hermosillo,Sonora,,7493
83333,San Leonardo,Granja,Hermosillo,Sonora,,7518
83333,San Marcos,Ranchería,Hermosillo,Sonora,,7528
83333,San Ramón,Granja,Hermosillo,Sonora,,7564
83333,Santa Ana,Ranchería,Hermosillo,Sonora,,7584
83333,Santa Ana,Ejido,Hermosillo,Sonora,,7585
83333,Santa Cecilia,Ranchería,Hermosillo,Sonora,,7598
83333,Santa Inés Dos (Casa Grande),Ranchería,Hermosillo,Sonora,,7631
83333,Santa Inés Dos (Los Pinitos),Granja,Hermosillo,Sonora,,7632
83333,Santa Inés Dos (Pozo Nuevo),Ranchería,Hermosillo,Sonora,,7633
83333,Santa Martha (Agroval Tres),Ranchería,Hermosillo,Sonora,,7656
83333,Santa Martha Cuatro (Agroval Cuatro),Granja,Hermosillo,Sonora,,7657
83333,Santa Martha Uno (El Molino),Granja,Hermosillo,Sonora,,7658
83333,Santo Niño (Casas Grandes),Granja,Hermosillo,Sonora,,7690
83333,Agroquímico JAM,Ranchería,Hermosillo,Sonora,,7693
83333,Terranova,Ranchería,Hermosillo,Sonora,,7723
83333,Terranova,Ejido,Hermosillo,Sonora,,7724
83333,Veintiocho Norte la Báscula Overalma Dos,Ranchería,Hermosillo,Sonora,,7753
83333,Vicente Guerrero,Ranchería,Hermosillo,Sonora,,7756
83333,Viñedo la Costa,Granja,Hermosillo,Sonora,,7770
83333,Viñedo la Esperanza,Ranchería,Hermosillo,Sonora,,7771
83334,La Peaña Nueva,Ejido,Hermosillo,Sonora,,199
83334,Santa Rosalía,Ranchería,Hermosillo,Sonora,,207
83334,Buenos Aires,Ranchería,Hermosillo,Sonora,,209
83334,El Dorado,Ranchería,Hermosillo,Sonora,,213
83334,Santa Elvira,Rancho,Hermosillo,Sonora,,214
83334,Parque Solar,Zona industrial,Hermosillo,Sonora,,266
83334,El Sapo,Ejido,Hermosillo,Sonora,,3275
83334,Agropecuaria Rosa,Granja,Hermosillo,Sonora,,6166
83334,Agroval Cinco (Santa Martha),Granja,Hermosillo,Sonora,,6168
83334,Compa Dos,Ranchería,Hermosillo,Sonora,,6175
83334,América,Ranchería,Hermosillo,Sonora,,6185
83334,Antonio Narro (El Perico),Rancho,Hermosillo,Sonora,,6189
83334,Barlovento,Rancho,Hermosillo,Sonora,,6206
83334,Basano (Santa Lourdes),Ranchería,Hermosillo,Sonora,,6207
83334,Benito Juárez,Ranchería,Hermosillo,Sonora,,6213
83334,Benito Juárez,Ejido,Hermosillo,Sonora,,6214
83334,Calle Trece,Ranchería,Hermosillo,Sonora,,6233
83334,Campillo (Santa Rosalía),Ranchería,Hermosillo,Sonora,,6238
83334,Campo Grande (Viñedos Alta),Rancho,Hermosillo,Sonora,,6247
83334,Campo Nuevo,Ranchería,Hermosillo,Sonora,,6254
83334,Campo Nuevo (El Capitán),Ranchería,Hermosillo,Sonora,,6257
83334,Carmen Dolores,Ranchería,Hermosillo,Sonora,,6268
83334,Carolina,Ranchería,Hermosillo,Sonora,,6270
83334,Casa Blanca,Ranchería,Hermosillo,Sonora,,6271
83334,Compa Uno,Granja,Hermosillo,Sonora,,6278
83334,Chapacolor,Ranchería,Hermosillo,Sonora,,6285
83334,CIANO,Ranchería,Hermosillo,Sonora,,6295
83334,Costa del Sol,Ranchería,Hermosillo,Sonora,,6311
83334,Costa Rica,Ejido,Hermosillo,Sonora,,6312
83334,Cristóbal Colón,Ranchería,Hermosillo,Sonora,,6315
83334,Cumis (Santa Lucía),Ejido,Hermosillo,Sonora,,6331
83334,Del Carmen (Las Islas),Ranchería,Hermosillo,Sonora,,6334
83334,Dolores,Ranchería,Hermosillo,Sonora,,6344
83334,El Bura,Ranchería,Hermosillo,Sonora,,6403
83334,El Carmen,Ranchería,Hermosillo,Sonora,,6417
83334,El Carrizo (San Isidro),Ranchería,Hermosillo,Sonora,,6421
83334,El Chamizal (Salsipuedes),Ranchería,Hermosillo,Sonora,,6430
83334,San Isidro,Ranchería,Hermosillo,Sonora,,6452
83334,El Dieciséis,Ranchería,Hermosillo,Sonora,,6464
83334,El Divisadero,Ranchería,Hermosillo,Sonora,,6465
83334,El Guayabito,Ranchería,Hermosillo,Sonora,,6489
83334,El Mezquite,Ranchería,Hermosillo,Sonora,,6517
83334,El Milagro,Ranchería,Hermosillo,Sonora,,6519
83334,El Molino,Ranchería,Hermosillo,Sonora,,6528
83334,El Nainari,Ranchería,Hermosillo,Sonora,,6532
83334,El Palomar,Ranchería,Hermosillo,Sonora,,6545
83334,El Pinito,Ranchería,Hermosillo,Sonora,,6560
83334,El Porvenir,Ranchería,Hermosillo,Sonora,,6565
83334,El Rojo (El 57),Ranchería,Hermosillo,Sonora,,6611
83334,El Sonot,Ranchería,Hermosillo,Sonora,,6637
83334,El Tecolote,Ranchería,Hermosillo,Sonora,,6640
83334,El Tejabán,Ranchería,Hermosillo,Sonora,,6642
83334,El Veinte (La Peaña),Ranchería,Hermosillo,Sonora,,6663
83334,Escuadrón Doscientos Uno,Ranchería,Hermosillo,Sonora,,6682
83334,Florida Dos,Ranchería,Hermosillo,Sonora,,6705
83334,Florida Tres,Rancho,Hermosillo,Sonora,,6706
83334,Maya,Ranchería,Hermosillo,Sonora,,6707
83334,San Fernando (Norson),Granja,Hermosillo,Sonora,,6726
83334,Hércules Uno,Rancho,Hermosillo,Sonora,,6751
83334,Hermosillo,Rancho,Hermosillo,Sonora,,6753
83334,María Amparo [Agrícola],Ranchería,Hermosillo,Sonora,,6754
83334,Jacinto López,Ranchería,Hermosillo,Sonora,,6762
83334,Jauja,Ranchería,Hermosillo,Sonora,,6766
83334,Kowi (Santa Isabel),Ranchería,Hermosillo,Sonora,,6801
83334,La Atlántida,Ranchería,Hermosillo,Sonora,,6803
83334,Don Miguel (Florida),Ranchería,Hermosillo,Sonora,,6810
83334,La Casita,Ranchería,Hermosillo,Sonora,,6820
83334,La Chira,Ranchería,Hermosillo,Sonora,,6829
83334,La Esperanza,Rancho,Hermosillo,Sonora,,6853
83334,La India,Ranchería,Hermosillo,Sonora,,6885
83334,La Inmaculada,Ranchería,Hermosillo,Sonora,,6889
83334,La Joya,Granja,Hermosillo,Sonora,,6890
83334,La Laguna (Seis de Marzo),Ranchería,Hermosillo,Sonora,,6894
83334,La Paloma,Ranchería,Hermosillo,Sonora,,6927
83334,La Perseverancia (Los Fumicos),Ranchería,Hermosillo,Sonora,,6934
83334,La Ponderosa,Ranchería,Hermosillo,Sonora,,6946
83334,La Ponderosa [Porcicola],Granja,Hermosillo,Sonora,,6948
83334,La Providencia,Ranchería,Hermosillo,Sonora,,6957
83334,La Trácala,Rancho,Hermosillo,Sonora,,6981
83334,La Yaqui,Ranchería,Hermosillo,Sonora,,6996
83334,Bazano,Ranchería,Hermosillo,Sonora,,7043
83334,Los Álamos,Ranchería,Hermosillo,Sonora,,7079
83334,Los Ángeles,Ranchería,Hermosillo,Sonora,,7080
83334,Los Cuates,Ranchería,Hermosillo,Sonora,,7102
83334,Los Dos Amigos (Las Calvas de Arriba),Granja,Hermosillo,Sonora,,7106
83334,Los Guajolotes,Ranchería,Hermosillo,Sonora,,7112
83334,Los Hoyos,Ranchería,Hermosillo,Sonora,,7113
83334,Los Jitos (El Zancudo),Ranchería,Hermosillo,Sonora,,7119
83334,Los Olivos (Olivos),Ranchería,Hermosillo,Sonora,,7133
83334,Los Pavos (La Esperanza),Ranchería,Hermosillo,Sonora,,7139
83334,Los Pocitos,Ranchería,Hermosillo,Sonora,,7145
83334,Los Pocitos,Ejido,Hermosillo,Sonora,,7146
83334,Masocoba,Ranchería,Hermosillo,Sonora,,7188
83334,Miguel Hidalgo,Ranchería,Hermosillo,Sonora,,7197
83334,Miguel Lerdo de Tejada (Valparaíso),Ranchería,Hermosillo,Sonora,,7198
83334,Milagro de Fátima,Granja,Hermosillo,Sonora,,7199
83334,Nápoles,Ranchería,Hermosillo,Sonora,,7219
83334,Nazaret (La Ponderosa),Rancho,Hermosillo,Sonora,,7222
83334,Nazario Ortiz Garza (Lourdes),Ranchería,Hermosillo,Sonora,,7223
83334,Nigromante,Ranchería,Hermosillo,Sonora,,7226
83334,Orebalma,Rancho,Hermosillo,Sonora,,7239
83334,El Eléctrico [Campo],Ranchería,Hermosillo,Sonora,,7265
83334,Poza Rica,Ranchería,Hermosillo,Sonora,,7278
83334,Pozo Nuevo,Ranchería,Hermosillo,Sonora,,7285
83334,Puerto Rico,Ranchería,Hermosillo,Sonora,,7297
83334,Río Blanco,Rancho,Hermosillo,Sonora,,7344
83334,Rosella,Ranchería,Hermosillo,Sonora,,7352
83334,Sahuaripa Uno,Ranchería,Hermosillo,Sonora,,7360
83334,San Alberto,Ranchería,Hermosillo,Sonora,,7373
83334,San Alberto,Ejido,Hermosillo,Sonora,,7374
83334,San Alberto (La 31 de Octubre),Rancho,Hermosillo,Sonora,,7378
83334,San Bartolo,Ranchería,Hermosillo,Sonora,,7397
83334,San Felipe,Granja,Hermosillo,Sonora,,7419
83334,San Fernando,Ranchería,Hermosillo,Sonora,,7421
83334,San Fernando (Nuevo Guadalupe),Ranchería,Hermosillo,Sonora,,7430
83334,San Francisco,Ejido,Hermosillo,Sonora,,7435
83334,San Francisco,Ranchería,Hermosillo,Sonora,,7438
83334,San Germán,Ranchería,Hermosillo,Sonora,,7456
83334,San Herminio (Los Ángeles),Ranchería,Hermosillo,Sonora,,7459
83334,San Isidro Uno,Ranchería,Hermosillo,Sonora,,7470
83334,San Joaquín (Santa María),Ranchería,Hermosillo,Sonora,,7476
83334,San Jorge,Granja,Hermosillo,Sonora,,7478
83334,San Jorge (Hércules),Ranchería,Hermosillo,Sonora,,7481
83334,San José,Ejido,Hermosillo,Sonora,,7483
83334,San José,Rancho,Hermosillo,Sonora,,7484
83334,San José el Retiro,Ranchería,Hermosillo,Sonora,,7495
83334,San Luis,Ranchería,Hermosillo,Sonora,,7524
83334,San Marcos,Ranchería,Hermosillo,Sonora,,7527
83334,San Martín,Ranchería,Hermosillo,Sonora,,7531
83334,San Martín,Ejido,Hermosillo,Sonora,,7532
83334,San Ramón,Ranchería,Hermosillo,Sonora,,7563
83334,San Sebastián,Ranchería,Hermosillo,Sonora,,7576
83334,San Valentín,Rancho,Hermosillo,Sonora,,7578
83334,San Vicente,Ranchería,Hermosillo,Sonora,,7580
83334,Santa Anita,Granja,Hermosillo,Sonora,,7588
83334,Santa Cruz,Ranchería,Hermosillo,Sonora,,7602
83334,Santa Emilia,Ranchería,Hermosillo,Sonora,,7621
83334,Santa Fe,Rancho,Hermosillo,Sonora,,7625
83334,Santa Josefina,Ranchería,Hermosillo,Sonora,,7637
83334,Santa Paulina [Agrícola],Ranchería,Hermosillo,Sonora,,7640
83334,Santa Margarita,Ranchería,Hermosillo,Sonora,,7645
83334,Santa María (La Treinta y Uno de Octubre),Ranchería,Hermosillo,Sonora,,7650
83334,Santa Mónica,Rancho,Hermosillo,Sonora,,7659
83334,Santa Patricia,Ejido,Hermosillo,Sonora,,7663
83334,Santa Susana (Chorona),Ranchería,Hermosillo,Sonora,,7676
83334,Santa Zarina,Granja,Hermosillo,Sonora,,7685
83334,Santander,Ranchería,Hermosillo,Sonora,,7686
83334,Santo Niño,Ranchería,Hermosillo,Sonora,,7688
83334,Sonora Hortalizas y Frutales,Ranchería,Hermosillo,Sonora,,7706
83334,Sonora Sinaloa,Ranchería,Hermosillo,Sonora,,7707
83334,Tehuacán,Ranchería,Hermosillo,Sonora,,7718
83334,Tepeyac,Ranchería,Hermosillo,Sonora,,7720
83334,TEQSA (Las Polleras),Ranchería,Hermosillo,Sonora,,7722
83334,Terrenate,Ranchería,Hermosillo,Sonora,,7725
83334,Todos Santos,Ranchería,Hermosillo,Sonora,,7731
83334,Unión de Crédito Agrícola de Hermosillo,Rancho,Hermosillo,Sonora,,7742
83334,Venecia,Ranchería,Hermosillo,Sonora,,7755
83334,Villa Luz (El Pocito),Rancho,Hermosillo,Sonora,,7761
83335,El Abanico (Santa Lucía),Ejido,Hermosillo,Sonora,,2725
83335,Basopa (San Alfonso),Ranchería,Hermosillo,Sonora,,6209
83335,Carlos Zapata Vela,Ranchería,Hermosillo,Sonora,,6266
83335,Centro de Educación y Capacitación el Estero,Equipamiento,Hermosillo,Sonora,,6276
83335,Cócorit Uno,Ranchería,Hermosillo,Sonora,,6299
83335,El Paraíso,Colonia,Hermosillo,Sonora,,6300
83335,Jacquelynn,Condominio,Hermosillo,Sonora,,6302
83335,Paraíso,Condominio,Hermosillo,Sonora,,6303
83335,Coorit,Ranchería,Hermosillo,Sonora,,6305
83335,Cuauhtémoc,Ranchería,Hermosillo,Sonora,,6330
83335,DICTUS,Ranchería,Hermosillo,Sonora,,6339
83335,El Crucero (La Treinta y Seis Sur),Ranchería,Hermosillo,Sonora,,6457
83335,El Futuro,Rancho,Hermosillo,Sonora,,6474
83335,Estero Santa Cruz,Ranchería,Hermosillo,Sonora,,6689
83335,Felizardo Castro,Ranchería,Hermosillo,Sonora,,6698
83335,Francisco Eusebio Kino (Colonia Kino),Ranchería,Hermosillo,Sonora,,6714
83335,La Bonita,Ranchería,Hermosillo,Sonora,,6756
83335,La Palma del Agro,Ranchería,Hermosillo,Sonora,,6926
83335,La Salinera,Ranchería,Hermosillo,Sonora,,6972
83335,Las Jaibas,Ranchería,Hermosillo,Sonora,,7027
83335,María del Carmen,Ranchería,Hermosillo,Sonora,,7181
83335,Nochitongo,Ranchería,Hermosillo,Sonora,,7183
83335,Maximiliano R López,Ranchería,Hermosillo,Sonora,,7191
83335,Miguel Alemán (El Tres),Ranchería,Hermosillo,Sonora,,7195
83335,Mineros de Pilares,Colonia,Hermosillo,Sonora,,7202
83335,Moctezuma,Ranchería,Hermosillo,Sonora,,7204
83335,Monterrey,Ranchería,Hermosillo,Sonora,,7216
83335,Narciso Mendoza,Ranchería,Hermosillo,Sonora,,7220
83335,Porcícola Cuauhtémoc,Ranchería,Hermosillo,Sonora,,7268
83335,Pozo Loco,Ranchería,Hermosillo,Sonora,,7284
83335,Cuatro (Lázaro Cárdenas),Rancho,Hermosillo,Sonora,,7313
83335,San Francisco,Ranchería,Hermosillo,Sonora,,7437
83335,San Ignacio,Ranchería,Hermosillo,Sonora,,7460
83335,San Isidro (Obregón),Rancho,Hermosillo,Sonora,,7467
83335,San Juan (Campo Dos),Ranchería,Hermosillo,Sonora,,7503
83335,San Juan y el Pinito,Ranchería,Hermosillo,Sonora,,7507
83335,San Nicolás,Ranchería,Hermosillo,Sonora,,7546
83335,San Nicolás (San Nicolás de Kino),Rancho,Hermosillo,Sonora,,7548
83335,San Rafael,Ranchería,Hermosillo,Sonora,,7558
83335,Santa Silvia,Ranchería,Hermosillo,Sonora,,7675
83335,Uruapan (Bomba Negra),Ranchería,Hermosillo,Sonora,,7748
83336,Playa Dorada,Fraccionamiento,Hermosillo,Sonora,,371
83336,El Progreso,Granja,Hermosillo,Sonora,,1809
83336,Año Nuevo,Ranchería,Hermosillo,Sonora,,6191
83336,California,Ranchería,Hermosillo,Sonora,,6232
83336,Nuevo Yaquis Desterrados,Ranchería,Hermosillo,Sonora,,6293
83336,Dunas de Kino,Ranchería,Hermosillo,Sonora,,6351
83336,Francisco Aispuro (El Apache),Ejido,Hermosillo,Sonora,,6353
83336,El Cactus,Equipamiento,Hermosillo,Sonora,,6406
83336,El Centavito,Ranchería,Hermosillo,Sonora,,6423
83336,El Chapo,Ranchería,Hermosillo,Sonora,,6436
83336,El Chivimbo,Ranchería,Hermosillo,Sonora,,6445
83336,El Electrón,Ranchería,Hermosillo,Sonora,,6471
83336,El Palacio de Wayne,Ranchería,Hermosillo,Sonora,,6542
83336,El Ranchito,Ranchería,Hermosillo,Sonora,,6581
83336,El Sahueso,Ranchería,Hermosillo,Sonora,,6624
83336,El Sergio,Ranchería,Hermosillo,Sonora,,6631
83336,El Taconazo,Ranchería,Hermosillo,Sonora,,6638
83336,Guadalupe,Ranchería,Hermosillo,Sonora,,6734
83336,Joyas de Kino,Ranchería,Hermosillo,Sonora,,6789
83336,Kilowatt,Ranchería,Hermosillo,Sonora,,6799
83336,La Florida,Ranchería,Hermosillo,Sonora,,6861
83336,La Palma,Ranchería,Hermosillo,Sonora,,6924
83336,Los Aguilera,Ranchería,Hermosillo,Sonora,,7077
83336,Los Ángeles,Ranchería,Hermosillo,Sonora,,7081
83336,Los Janos Dos,Ranchería,Hermosillo,Sonora,,7116
83336,Los Janos Uno,Ranchería,Hermosillo,Sonora,,7117
83336,Nueva York,Ranchería,Hermosillo,Sonora,,7233
83336,Oasis de Kino,Ranchería,Hermosillo,Sonora,,7236
83336,Oviáchic,Ranchería,Hermosillo,Sonora,,7241
83336,Palma Sola,Ranchería,Hermosillo,Sonora,,7243
83336,Perlas de Kino,Ranchería,Hermosillo,Sonora,,7252
83336,Pozo de Fátima (Fátima del Pitic),Ranchería,Hermosillo,Sonora,,7280
83336,Nuevo,Rancho,Hermosillo,Sonora,,7325
83336,San Germán,Ranchería,Hermosillo,Sonora,,7330
83336,Roca Roja,Rancho,Hermosillo,Sonora,,7348
83336,Salicornia (Campito),Ranchería,Hermosillo,Sonora,,7363
83336,San Antonio,Ranchería,Hermosillo,Sonora,,7387
83336,San Diego,Ranchería,Hermosillo,Sonora,,7408
83336,San Fernando (Abigahil),Ranchería,Hermosillo,Sonora,,7429
83336,Santa Cruz,Ranchería,Hermosillo,Sonora,,7603
83336,Santa Elena,Ranchería,Hermosillo,Sonora,,7616
83336,Santa Rosa,Ranchería,Hermosillo,Sonora,,7670
83337,Punta Chueca,Ejido,Hermosillo,Sonora,,217
83337,El Cimarrón,Ranchería,Hermosillo,Sonora,,6448
83337,El Egipto,Ranchería,Hermosillo,Sonora,,6469
83337,El Puerto de Posada,Ranchería,Hermosillo,Sonora,,6578
83337,El Sacrificio (Televisa),Ranchería,Hermosillo,Sonora,,6621
83337,La Ponderosa (Los Buros),Ranchería,Hermosillo,Sonora,,6947
83337,Los Compadres (Cinco Locos),Ranchería,Hermosillo,Sonora,,7096
83337,San Miguel,Ranchería,Hermosillo,Sonora,,7543
83337,Santa Margarita (El Chaparral),Ranchería,Hermosillo,Sonora,,7648
83338,Punta Tormenta (Isla del Tiburón),Ranchería,Hermosillo,Sonora,,7301
83338,Tecomate (Isla del Tiburón),Ranchería,Hermosillo,Sonora,,7717
83340,Bahía de Kino Centro,Colonia,Hermosillo,Sonora,,202
83342,Carnavalito,Colonia,Hermosillo,Sonora,,1806
83342,Artesanos,Colonia,Hermosillo,Sonora,,1807
83342,De la Cruz,Colonia,Hermosillo,Sonora,,7781
83342,Las Fuentes,Colonia,Hermosillo,Sonora,,7782
83342,Lázaro Cárdenas,Colonia,Hermosillo,Sonora,,7783
